,org:resource,lifecycle:transition_start,concept:name,time:timestamp_start,case:REG_DATE_start,case:concept:name,case:AMOUNT_REQ_start,lifecycle:transition_complete,time:timestamp_complete,case:REG_DATE_complete,case:AMOUNT_REQ_complete,duration,duration_seconds
359722,11169,START,W_Completeren aanvraag,2011-12-13 14:07:41.194000+00:00,2011-12-13 00:03:30.226000+00:00,193131,5000,COMPLETE,2011-12-13 14:12:57.849000+00:00,2011-12-13 00:03:30.226000+00:00,5000,0 days 00:05:16.655000,316
359633,11169,START,W_Completeren aanvraag,2011-12-13 14:14:35.219000+00:00,2011-12-12 23:19:33.543000+00:00,193128,15000,COMPLETE,2011-12-13 14:15:52.177000+00:00,2011-12-12 23:19:33.543000+00:00,15000,0 days 00:01:16.958000,76
343590,11169,START,W_Completeren aanvraag,2011-12-13 14:16:25.415000+00:00,2011-12-08 14:11:30.352000+00:00,192247,5000,COMPLETE,2011-12-13 14:20:49.803000+00:00,2011-12-08 14:11:30.352000+00:00,5000,0 days 00:04:24.388000,264
358579,11169,START,W_Completeren aanvraag,2011-12-13 14:20:58.374000+00:00,2011-12-12 18:16:04.690000+00:00,193038,5000,COMPLETE,2011-12-13 14:27:03.837000+00:00,2011-12-12 18:16:04.690000+00:00,5000,0 days 00:06:05.463000,365
355863,11169,START,W_Completeren aanvraag,2011-12-13 14:27:23.225000+00:00,2011-12-12 11:37:19.031000+00:00,192882,9000,COMPLETE,2011-12-13 16:36:37.554000+00:00,2011-12-12 11:37:19.031000+00:00,9000,0 days 02:09:14.329000,7754
361087,11169,START,W_Completeren aanvraag,2011-12-13 14:46:15.269000+00:00,2011-12-13 14:36:37.654000+00:00,193243,25000,COMPLETE,2011-12-13 16:36:37.559000+00:00,2011-12-13 14:36:37.654000+00:00,25000,0 days 01:50:22.290000,6622
355912,11169,START,W_Completeren aanvraag,2011-12-13 14:52:31.762000+00:00,2011-12-12 11:40:20.576000+00:00,192888,5000,COMPLETE,2011-12-13 16:36:37.504000+00:00,2011-12-12 11:40:20.576000+00:00,5000,0 days 01:44:05.742000,6245
345268,11169,START,W_Completeren aanvraag,2011-12-13 15:23:42.871000+00:00,2011-12-08 21:12:52.988000+00:00,192337,22800,COMPLETE,2011-12-13 16:36:37.537000+00:00,2011-12-08 21:12:52.988000+00:00,22800,0 days 01:12:54.666000,4374
356428,11169,START,W_Completeren aanvraag,2011-12-13 15:47:47.524000+00:00,2011-12-12 13:14:01.036000+00:00,192912,10000,COMPLETE,2011-12-13 15:58:29.708000+00:00,2011-12-12 13:14:01.036000+00:00,10000,0 days 00:10:42.184000,642
348704,11169,START,W_Completeren aanvraag,2011-12-13 15:58:40.079000+00:00,2011-12-10 11:42:33.035000+00:00,192542,7500,COMPLETE,2011-12-13 16:00:46.857000+00:00,2011-12-10 11:42:33.035000+00:00,7500,0 days 00:02:06.778000,126
351353,11169,START,W_Completeren aanvraag,2011-12-13 16:01:01.273000+00:00,2011-12-10 18:27:53.210000+00:00,192638,1000,COMPLETE,2011-12-13 16:08:15.216000+00:00,2011-12-10 18:27:53.210000+00:00,1000,0 days 00:07:13.943000,433
359211,11169,START,W_Completeren aanvraag,2011-12-13 16:08:30.811000+00:00,2011-12-12 21:01:37.255000+00:00,193098,17000,COMPLETE,2011-12-13 16:12:05.132000+00:00,2011-12-12 21:01:37.255000+00:00,17000,0 days 00:03:34.321000,214
358285,11169,START,W_Completeren aanvraag,2011-12-13 16:12:41.573000+00:00,2011-12-12 17:54:29.811000+00:00,193023,20000,COMPLETE,2011-12-13 16:14:33.730000+00:00,2011-12-12 17:54:29.811000+00:00,20000,0 days 00:01:52.157000,112
350883,11169,START,W_Completeren aanvraag,2011-12-13 16:17:27.391000+00:00,2011-12-10 18:04:30.804000+00:00,192635,43000,COMPLETE,2011-12-13 16:18:45.604000+00:00,2011-12-10 18:04:30.804000+00:00,43000,0 days 00:01:18.213000,78
350758,11169,START,W_Completeren aanvraag,2011-12-13 16:20:45.022000+00:00,2011-12-10 17:29:14.963000+00:00,192629,8000,COMPLETE,2011-12-13 16:26:14.654000+00:00,2011-12-10 17:29:14.963000+00:00,8000,0 days 00:05:29.632000,329
362444,11169,START,W_Completeren aanvraag,2011-12-14 09:27:34.279000+00:00,2011-12-13 20:15:29.636000+00:00,193348,25000,COMPLETE,2011-12-14 09:31:43.128000+00:00,2011-12-13 20:15:29.636000+00:00,25000,0 days 00:04:08.849000,248
362478,11169,START,W_Completeren aanvraag,2011-12-14 09:31:52.373000+00:00,2011-12-13 20:19:18.561000+00:00,193351,3500,COMPLETE,2011-12-14 09:44:39.154000+00:00,2011-12-13 20:19:18.561000+00:00,3500,0 days 00:12:46.781000,766
362496,11169,START,W_Completeren aanvraag,2011-12-14 09:44:44.924000+00:00,2011-12-13 20:37:55.324000+00:00,193357,15000,COMPLETE,2011-12-14 09:47:56.147000+00:00,2011-12-13 20:37:55.324000+00:00,15000,0 days 00:03:11.223000,191
362565,11169,START,W_Completeren aanvraag,2011-12-14 09:48:04.100000+00:00,2011-12-13 20:43:06.939000+00:00,193360,1500,COMPLETE,2011-12-14 09:55:15.637000+00:00,2011-12-13 20:43:06.939000+00:00,1500,0 days 00:07:11.537000,431
362810,11169,START,W_Completeren aanvraag,2011-12-14 09:55:23.748000+00:00,2011-12-13 20:55:09.144000+00:00,193369,25500,COMPLETE,2011-12-14 10:08:27.785000+00:00,2011-12-13 20:55:09.144000+00:00,25500,0 days 00:13:04.037000,784
363026,11169,START,W_Completeren aanvraag,2011-12-14 10:13:53.410000+00:00,2011-12-13 22:07:03.306000+00:00,193387,25000,COMPLETE,2011-12-14 10:19:26.179000+00:00,2011-12-13 22:07:03.306000+00:00,25000,0 days 00:05:32.769000,332
356222,11169,START,W_Completeren aanvraag,2011-12-14 10:20:00.624000+00:00,2011-12-12 11:42:17.445000+00:00,192891,5000,COMPLETE,2011-12-14 10:24:11.261000+00:00,2011-12-12 11:42:17.445000+00:00,5000,0 days 00:04:10.637000,250
357410,11169,START,W_Completeren aanvraag,2011-12-14 10:24:20.801000+00:00,2011-12-12 15:53:27.994000+00:00,192987,52000,COMPLETE,2011-12-14 10:35:53.055000+00:00,2011-12-12 15:53:27.994000+00:00,52000,0 days 00:11:32.254000,692
363803,11169,START,W_Completeren aanvraag,2011-12-14 11:57:37.298000+00:00,2011-12-14 11:28:20.193000+00:00,193452,5500,COMPLETE,2011-12-14 12:07:26.392000+00:00,2011-12-14 11:28:20.193000+00:00,5500,0 days 00:09:49.094000,589
363813,11169,START,W_Completeren aanvraag,2011-12-14 12:07:43.376000+00:00,2011-12-14 11:28:20.193000+00:00,193452,5500,COMPLETE,2011-12-14 12:07:52.745000+00:00,2011-12-14 11:28:20.193000+00:00,5500,0 days 00:00:09.369000,9
363618,11169,START,W_Completeren aanvraag,2011-12-14 12:08:01.392000+00:00,2011-12-14 11:24:09.062000+00:00,193449,5000,COMPLETE,2011-12-14 12:20:35.183000+00:00,2011-12-14 11:24:09.062000+00:00,5000,0 days 00:12:33.791000,753
358987,11169,START,W_Completeren aanvraag,2011-12-14 12:21:23.014000+00:00,2011-12-12 20:31:41.111000+00:00,193083,6470,COMPLETE,2011-12-14 12:46:23.491000+00:00,2011-12-12 20:31:41.111000+00:00,6470,0 days 00:25:00.477000,1500
358903,11169,START,W_Completeren aanvraag,2011-12-14 12:46:31.152000+00:00,2011-12-12 19:47:00.558000+00:00,193068,1000,COMPLETE,2011-12-14 12:47:35.765000+00:00,2011-12-12 19:47:00.558000+00:00,1000,0 days 00:01:04.613000,64
343608,11169,START,W_Completeren aanvraag,2011-12-14 12:48:03.742000+00:00,2011-12-08 14:11:30.352000+00:00,192247,5000,COMPLETE,2011-12-14 12:50:13.308000+00:00,2011-12-08 14:11:30.352000+00:00,5000,0 days 00:02:09.566000,129
358673,11169,START,W_Completeren aanvraag,2011-12-14 12:50:23.079000+00:00,2011-12-12 18:23:18.093000+00:00,193044,8000,COMPLETE,2011-12-14 13:00:09.248000+00:00,2011-12-12 18:23:18.093000+00:00,8000,0 days 00:09:46.169000,586
361762,11169,START,W_Completeren aanvraag,2011-12-14 13:01:16.987000+00:00,2011-12-13 17:04:51.718000+00:00,193288,3000,COMPLETE,2011-12-14 13:27:47.897000+00:00,2011-12-13 17:04:51.718000+00:00,3000,0 days 00:26:30.910000,1590
364111,11169,START,W_Completeren aanvraag,2011-12-14 14:35:40.651000+00:00,2011-12-14 12:20:06.097000+00:00,193464,2500,COMPLETE,2011-12-14 14:48:56.177000+00:00,2011-12-14 12:20:06.097000+00:00,2500,0 days 00:13:15.526000,795
364886,11169,START,W_Completeren aanvraag,2011-12-14 14:49:05.420000+00:00,2011-12-14 14:34:06.768000+00:00,193506,14000,COMPLETE,2011-12-14 15:10:44.972000+00:00,2011-12-14 14:34:06.768000+00:00,14000,0 days 00:21:39.552000,1299
364896,11169,START,W_Completeren aanvraag,2011-12-14 15:11:08.416000+00:00,2011-12-14 14:34:06.768000+00:00,193506,14000,COMPLETE,2011-12-14 15:13:33.969000+00:00,2011-12-14 14:34:06.768000+00:00,14000,0 days 00:02:25.553000,145
365218,11169,START,W_Completeren aanvraag,2011-12-14 15:58:43.055000+00:00,2011-12-14 15:56:30.765000+00:00,193542,17000,COMPLETE,2011-12-14 16:07:56.926000+00:00,2011-12-14 15:56:30.765000+00:00,17000,0 days 00:09:13.871000,553
365230,11169,START,W_Completeren aanvraag,2011-12-14 16:10:53.111000+00:00,2011-12-14 15:56:30.765000+00:00,193542,17000,COMPLETE,2011-12-14 16:13:34.486000+00:00,2011-12-14 15:56:30.765000+00:00,17000,0 days 00:02:41.375000,161
365866,11169,START,W_Completeren aanvraag,2011-12-15 09:17:42.560000+00:00,2011-12-14 19:58:04.876000+00:00,193626,4000,COMPLETE,2011-12-15 09:59:45.446000+00:00,2011-12-14 19:58:04.876000+00:00,4000,0 days 00:42:02.886000,2522
365876,11169,START,W_Completeren aanvraag,2011-12-15 10:00:49.828000+00:00,2011-12-14 19:58:04.876000+00:00,193626,4000,COMPLETE,2011-12-15 10:20:55.334000+00:00,2011-12-14 19:58:04.876000+00:00,4000,0 days 00:20:05.506000,1205
365919,11169,START,W_Completeren aanvraag,2011-12-15 10:51:08.533000+00:00,2011-12-14 20:41:21.123000+00:00,193635,25000,COMPLETE,2011-12-15 12:08:48.164000+00:00,2011-12-14 20:41:21.123000+00:00,25000,0 days 01:17:39.631000,4659
365946,11169,START,W_Completeren aanvraag,2011-12-15 11:00:57.145000+00:00,2011-12-14 21:12:45.598000+00:00,193647,20000,COMPLETE,2011-12-15 11:22:05.157000+00:00,2011-12-14 21:12:45.598000+00:00,20000,0 days 00:21:08.012000,1268
357611,11169,START,W_Completeren aanvraag,2011-12-15 12:46:02.735000+00:00,2011-12-12 16:55:15.035000+00:00,192996,30000,COMPLETE,2011-12-15 12:46:22.818000+00:00,2011-12-12 16:55:15.035000+00:00,30000,0 days 00:00:20.083000,20
367170,11169,START,W_Completeren aanvraag,2011-12-15 12:46:28.447000+00:00,2011-12-15 09:05:30.245000+00:00,193714,15000,COMPLETE,2011-12-15 15:28:05.308000+00:00,2011-12-15 09:05:30.245000+00:00,15000,0 days 02:41:36.861000,9696
384475,11169,START,W_Completeren aanvraag,2011-12-20 09:19:20.857000+00:00,2011-12-20 09:18:03.850000+00:00,194608,20000,COMPLETE,2011-12-20 09:31:31.263000+00:00,2011-12-20 09:18:03.850000+00:00,20000,0 days 00:12:10.406000,730
383920,11169,START,W_Completeren aanvraag,2011-12-20 09:33:25.181000+00:00,2011-12-19 21:15:48.503000+00:00,194562,25000,COMPLETE,2011-12-20 09:46:14.553000+00:00,2011-12-19 21:15:48.503000+00:00,25000,0 days 00:12:49.372000,769
384195,11169,START,W_Completeren aanvraag,2011-12-20 10:00:15.164000+00:00,2011-12-19 22:55:16.450000+00:00,194574,17500,COMPLETE,2011-12-20 11:05:14.299000+00:00,2011-12-19 22:55:16.450000+00:00,17500,0 days 01:04:59.135000,3899
265685,11169,START,W_Completeren aanvraag,2011-12-20 10:21:19.123000+00:00,2011-11-21 19:45:47.800000+00:00,187885,9000,COMPLETE,2011-12-20 10:22:27.770000+00:00,2011-11-21 19:45:47.800000+00:00,9000,0 days 00:01:08.647000,68
264600,11169,START,W_Completeren aanvraag,2011-12-20 10:22:33.617000+00:00,2011-11-21 16:47:47.129000+00:00,187843,10000,COMPLETE,2011-12-20 10:23:56.487000+00:00,2011-11-21 16:47:47.129000+00:00,10000,0 days 00:01:22.870000,82
263966,11169,START,W_Completeren aanvraag,2011-12-20 10:24:00.291000+00:00,2011-11-21 14:03:31.325000+00:00,187786,60000,COMPLETE,2011-12-20 10:24:28.496000+00:00,2011-11-21 14:03:31.325000+00:00,60000,0 days 00:00:28.205000,28
356026,11169,START,W_Completeren aanvraag,2011-12-20 10:24:32.184000+00:00,2011-12-12 11:40:20.576000+00:00,192888,5000,COMPLETE,2011-12-20 11:05:14.291000+00:00,2011-12-12 11:40:20.576000+00:00,5000,0 days 00:40:42.107000,2442
384209,11169,START,W_Completeren aanvraag,2011-12-20 11:09:28.516000+00:00,2011-12-19 22:55:16.450000+00:00,194574,17500,COMPLETE,2011-12-20 11:10:57.072000+00:00,2011-12-19 22:55:16.450000+00:00,17500,0 days 00:01:28.556000,88
356040,11169,START,W_Completeren aanvraag,2011-12-20 11:18:27.039000+00:00,2011-12-12 11:40:20.576000+00:00,192888,5000,COMPLETE,2011-12-20 11:20:19.924000+00:00,2011-12-12 11:40:20.576000+00:00,5000,0 days 00:01:52.885000,112
381709,11169,START,W_Completeren aanvraag,2011-12-20 11:21:12.159000+00:00,2011-12-19 13:48:48.012000+00:00,194454,20000,COMPLETE,2011-12-20 11:31:47.829000+00:00,2011-12-19 13:48:48.012000+00:00,20000,0 days 00:10:35.670000,635
261619,11169,START,W_Completeren aanvraag,2011-12-20 11:31:56.611000+00:00,2011-11-20 14:01:04.391000+00:00,187511,8000,COMPLETE,2011-12-20 11:32:16.222000+00:00,2011-11-20 14:01:04.391000+00:00,8000,0 days 00:00:19.611000,19
382693,11169,START,W_Completeren aanvraag,2011-12-20 11:32:20.165000+00:00,2011-12-19 16:26:18.194000+00:00,194502,16000,COMPLETE,2011-12-20 11:38:42.769000+00:00,2011-12-19 16:26:18.194000+00:00,16000,0 days 00:06:22.604000,382
385275,11169,START,W_Completeren aanvraag,2011-12-20 11:38:50.135000+00:00,2011-12-20 11:31:28.778000+00:00,194641,5000,COMPLETE,2011-12-20 11:50:10.600000+00:00,2011-12-20 11:31:28.778000+00:00,5000,0 days 00:11:20.465000,680
377600,11169,START,W_Completeren aanvraag,2011-12-20 11:50:32.051000+00:00,2011-12-17 15:41:10.952000+00:00,194233,15000,COMPLETE,2011-12-20 11:52:13.482000+00:00,2011-12-17 15:41:10.952000+00:00,15000,0 days 00:01:41.431000,101
381605,11169,START,W_Completeren aanvraag,2011-12-20 11:52:19.804000+00:00,2011-12-19 13:05:02.995000+00:00,194442,25000,COMPLETE,2011-12-20 11:59:41.785000+00:00,2011-12-19 13:05:02.995000+00:00,25000,0 days 00:07:21.981000,441
370429,11169,START,W_Completeren aanvraag,2011-12-20 11:59:48.920000+00:00,2011-12-15 20:59:04.394000+00:00,193876,30000,COMPLETE,2011-12-20 12:00:25.188000+00:00,2011-12-15 20:59:04.394000+00:00,30000,0 days 00:00:36.268000,36
384341,11169,START,W_Completeren aanvraag,2011-12-20 13:07:49.392000+00:00,2011-12-20 07:30:01.101000+00:00,194599,5000,COMPLETE,2011-12-20 13:18:08.414000+00:00,2011-12-20 07:30:01.101000+00:00,5000,0 days 00:10:19.022000,619
382936,11169,START,W_Completeren aanvraag,2011-12-20 13:18:43.513000+00:00,2011-12-19 17:13:03.029000+00:00,194514,15000,COMPLETE,2011-12-20 13:23:54.516000+00:00,2011-12-19 17:13:03.029000+00:00,15000,0 days 00:05:11.003000,311
381615,11169,START,W_Completeren aanvraag,2011-12-20 13:23:59.256000+00:00,2011-12-19 13:05:02.995000+00:00,194442,25000,COMPLETE,2011-12-20 13:39:11.655000+00:00,2011-12-19 13:05:02.995000+00:00,25000,0 days 00:15:12.399000,912
385684,11169,START,W_Completeren aanvraag,2011-12-20 15:45:40.920000+00:00,2011-12-20 13:52:23.958000+00:00,194692,15000,COMPLETE,2011-12-20 16:17:56.908000+00:00,2011-12-20 13:52:23.958000+00:00,15000,0 days 00:32:15.988000,1935
370910,11169,START,W_Completeren aanvraag,2011-12-20 15:51:26.864000+00:00,2011-12-15 21:55:17.329000+00:00,193906,35000,COMPLETE,2011-12-20 15:58:36.420000+00:00,2011-12-15 21:55:17.329000+00:00,35000,0 days 00:07:09.556000,429
386053,11169,START,W_Completeren aanvraag,2011-12-20 15:58:50.224000+00:00,2011-12-20 15:56:05.609000+00:00,194722,20000,COMPLETE,2011-12-20 16:07:33.722000+00:00,2011-12-20 15:56:05.609000+00:00,20000,0 days 00:08:43.498000,523
372295,11169,START,W_Completeren aanvraag,2011-12-20 16:07:46.965000+00:00,2011-12-16 11:43:29.237000+00:00,193998,5000,COMPLETE,2011-12-20 16:17:21.438000+00:00,2011-12-16 11:43:29.237000+00:00,5000,0 days 00:09:34.473000,574
385730,11169,START,W_Completeren aanvraag,2011-12-20 16:27:47.723000+00:00,2011-12-20 13:52:23.958000+00:00,194692,15000,COMPLETE,2011-12-20 16:30:15.002000+00:00,2011-12-20 13:52:23.958000+00:00,15000,0 days 00:02:27.279000,147
387466,11169,START,W_Completeren aanvraag,2011-12-21 08:58:13.055000+00:00,2011-12-20 20:35:05.546000+00:00,194764,5000,COMPLETE,2011-12-21 10:44:09.002000+00:00,2011-12-20 20:35:05.546000+00:00,5000,0 days 01:45:55.947000,6355
389682,11169,START,W_Completeren aanvraag,2011-12-21 16:35:09.328000+00:00,2011-12-21 14:09:20.320000+00:00,194934,5000,COMPLETE,2011-12-21 17:01:54.774000+00:00,2011-12-21 14:09:20.320000+00:00,5000,0 days 00:26:45.446000,1605
387596,11169,START,W_Completeren aanvraag,2011-12-22 12:59:33.032000+00:00,2011-12-20 20:49:24.881000+00:00,194767,6000,COMPLETE,2011-12-22 13:05:24.318000+00:00,2011-12-20 20:49:24.881000+00:00,6000,0 days 00:05:51.286000,351
389963,11169,START,W_Completeren aanvraag,2011-12-22 13:06:44.387000+00:00,2011-12-21 18:09:24.247000+00:00,194973,11000,COMPLETE,2011-12-22 13:09:15.362000+00:00,2011-12-21 18:09:24.247000+00:00,11000,0 days 00:02:30.975000,150
392575,11169,START,W_Completeren aanvraag,2011-12-22 13:15:57.481000+00:00,2011-12-22 01:58:15.308000+00:00,195069,27000,COMPLETE,2011-12-22 15:59:18.173000+00:00,2011-12-22 01:58:15.308000+00:00,27000,0 days 02:43:20.692000,9800
387842,11169,START,W_Completeren aanvraag,2011-12-22 13:26:31.494000+00:00,2011-12-20 21:52:15.251000+00:00,194788,50000,COMPLETE,2011-12-22 15:59:18.197000+00:00,2011-12-20 21:52:15.251000+00:00,50000,0 days 02:32:46.703000,9166
389973,11169,START,W_Completeren aanvraag,2011-12-22 13:37:54.559000+00:00,2011-12-21 18:09:24.247000+00:00,194973,11000,COMPLETE,2011-12-22 13:47:08.879000+00:00,2011-12-21 18:09:24.247000+00:00,11000,0 days 00:09:14.320000,554
390012,11169,START,W_Completeren aanvraag,2011-12-22 13:53:05.490000+00:00,2011-12-21 18:10:35.285000+00:00,194976,15000,COMPLETE,2011-12-22 14:01:42.147000+00:00,2011-12-21 18:10:35.285000+00:00,15000,0 days 00:08:36.657000,516
393948,11169,START,W_Completeren aanvraag,2011-12-22 14:01:49.118000+00:00,2011-12-22 13:33:02.796000+00:00,195124,25000,COMPLETE,2011-12-22 14:06:56.940000+00:00,2011-12-22 13:33:02.796000+00:00,25000,0 days 00:05:07.822000,307
394038,11169,START,W_Completeren aanvraag,2011-12-22 14:07:05.289000+00:00,2011-12-22 13:51:45.529000+00:00,195127,50000,COMPLETE,2011-12-22 14:24:57.112000+00:00,2011-12-22 13:51:45.529000+00:00,50000,0 days 00:17:51.823000,1071
394608,11169,START,W_Completeren aanvraag,2011-12-22 14:30:33.639000+00:00,2011-12-22 13:58:01.123000+00:00,195130,5000,COMPLETE,2011-12-22 14:37:30.108000+00:00,2011-12-22 13:58:01.123000+00:00,5000,0 days 00:06:56.469000,416
394666,11169,START,W_Completeren aanvraag,2011-12-22 14:48:38.931000+00:00,2011-12-22 14:07:58.551000+00:00,195133,10000,COMPLETE,2011-12-22 14:56:42.662000+00:00,2011-12-22 14:07:58.551000+00:00,10000,0 days 00:08:03.731000,483
394756,11169,START,W_Completeren aanvraag,2011-12-22 14:56:55.266000+00:00,2011-12-22 14:24:22.056000+00:00,195139,25000,COMPLETE,2011-12-22 15:04:50.134000+00:00,2011-12-22 14:24:22.056000+00:00,25000,0 days 00:07:54.868000,474
394675,11169,START,W_Completeren aanvraag,2011-12-22 15:04:56.339000+00:00,2011-12-22 14:17:03.626000+00:00,195136,10000,COMPLETE,2011-12-22 15:16:02.678000+00:00,2011-12-22 14:17:03.626000+00:00,10000,0 days 00:11:06.339000,666
394834,11169,START,W_Completeren aanvraag,2011-12-22 15:16:34.857000+00:00,2011-12-22 14:43:19.481000+00:00,195142,13500,COMPLETE,2011-12-22 15:31:59.604000+00:00,2011-12-22 14:43:19.481000+00:00,13500,0 days 00:15:24.747000,924
392585,11169,START,W_Completeren aanvraag,2011-12-22 15:59:39.518000+00:00,2011-12-22 01:58:15.308000+00:00,195069,27000,COMPLETE,2011-12-22 16:16:46.889000+00:00,2011-12-22 01:58:15.308000+00:00,27000,0 days 00:17:07.371000,1027
382954,11169,START,W_Completeren aanvraag,2011-12-22 16:17:00.055000+00:00,2011-12-19 17:13:03.029000+00:00,194514,15000,COMPLETE,2011-12-22 16:30:01.597000+00:00,2011-12-19 17:13:03.029000+00:00,15000,0 days 00:13:01.542000,781
394766,11169,START,W_Completeren aanvraag,2011-12-22 16:30:14.866000+00:00,2011-12-22 14:24:22.056000+00:00,195139,25000,COMPLETE,2011-12-22 16:46:12.798000+00:00,2011-12-22 14:24:22.056000+00:00,25000,0 days 00:15:57.932000,957
408378,11169,START,W_Completeren aanvraag,2011-12-27 13:54:09.738000+00:00,2011-12-27 12:57:10.232000+00:00,195803,25000,COMPLETE,2011-12-27 14:14:49.875000+00:00,2011-12-27 12:57:10.232000+00:00,25000,0 days 00:20:40.137000,1240
408513,11169,START,W_Completeren aanvraag,2011-12-27 14:15:53.820000+00:00,2011-12-27 12:57:48.850000+00:00,195806,19000,COMPLETE,2011-12-27 14:16:03.217000+00:00,2011-12-27 12:57:48.850000+00:00,19000,0 days 00:00:09.397000,9
401855,11169,START,W_Completeren aanvraag,2011-12-27 14:16:44.742000+00:00,2011-12-23 22:31:13.441000+00:00,195437,10000,COMPLETE,2011-12-27 14:23:18.161000+00:00,2011-12-23 22:31:13.441000+00:00,10000,0 days 00:06:33.419000,393
408650,11169,START,W_Completeren aanvraag,2011-12-27 14:23:38.037000+00:00,2011-12-27 13:49:12.488000+00:00,195818,10000,COMPLETE,2011-12-27 14:31:40.005000+00:00,2011-12-27 13:49:12.488000+00:00,10000,0 days 00:08:01.968000,481
408599,11169,START,W_Completeren aanvraag,2011-12-27 14:31:51.125000+00:00,2011-12-27 13:01:46.527000+00:00,195809,9000,COMPLETE,2011-12-27 14:36:22.949000+00:00,2011-12-27 13:01:46.527000+00:00,9000,0 days 00:04:31.824000,271
405366,11169,START,W_Completeren aanvraag,2011-12-27 14:36:34.116000+00:00,2011-12-26 16:24:29.129000+00:00,195639,50000,COMPLETE,2011-12-27 14:40:13.537000+00:00,2011-12-26 16:24:29.129000+00:00,50000,0 days 00:03:39.421000,219
408912,11169,START,W_Completeren aanvraag,2011-12-27 14:40:21.474000+00:00,2011-12-27 14:38:05.362000+00:00,195833,7500,COMPLETE,2011-12-27 14:48:57.734000+00:00,2011-12-27 14:38:05.362000+00:00,7500,0 days 00:08:36.260000,516
408061,11169,START,W_Completeren aanvraag,2011-12-27 14:49:58.298000+00:00,2011-12-27 12:29:45.981000+00:00,195797,16000,COMPLETE,2011-12-27 14:50:22.679000+00:00,2011-12-27 12:29:45.981000+00:00,16000,0 days 00:00:24.381000,24
405114,11169,START,W_Completeren aanvraag,2011-12-27 14:50:42.390000+00:00,2011-12-26 13:19:50.696000+00:00,195618,5000,COMPLETE,2011-12-27 15:06:48.312000+00:00,2011-12-26 13:19:50.696000+00:00,5000,0 days 00:16:05.922000,965
408947,11169,START,W_Completeren aanvraag,2011-12-27 15:06:59.360000+00:00,2011-12-27 14:56:42.782000+00:00,195839,15000,COMPLETE,2011-12-27 15:22:25.926000+00:00,2011-12-27 14:56:42.782000+00:00,15000,0 days 00:15:26.566000,926
408956,11169,START,W_Completeren aanvraag,2011-12-27 15:25:21.253000+00:00,2011-12-27 15:00:09.418000+00:00,195842,25000,COMPLETE,2011-12-27 15:57:37.478000+00:00,2011-12-27 15:00:09.418000+00:00,25000,0 days 00:32:16.225000,1936
408733,11169,START,W_Completeren aanvraag,2011-12-27 16:06:43.142000+00:00,2011-12-27 14:22:34.424000+00:00,195830,5000,COMPLETE,2011-12-27 16:32:11.095000+00:00,2011-12-27 14:22:34.424000+00:00,5000,0 days 00:25:27.953000,1527
409440,11169,START,W_Completeren aanvraag,2011-12-27 16:33:21+00:00,2011-12-27 16:12:38.152000+00:00,195863,19000,COMPLETE,2011-12-27 16:42:40.065000+00:00,2011-12-27 16:12:38.152000+00:00,19000,0 days 00:09:19.065000,559
410069,11169,START,W_Completeren aanvraag,2011-12-28 09:02:09.768000+00:00,2011-12-27 21:03:36.585000+00:00,195929,25000,COMPLETE,2011-12-28 13:43:40.120000+00:00,2011-12-27 21:03:36.585000+00:00,25000,0 days 04:41:30.352000,16890
410159,11169,START,W_Completeren aanvraag,2011-12-28 09:02:53.766000+00:00,2011-12-27 21:08:12.747000+00:00,195932,8000,COMPLETE,2011-12-28 09:14:56.386000+00:00,2011-12-27 21:08:12.747000+00:00,8000,0 days 00:12:02.620000,722
410220,11169,START,W_Completeren aanvraag,2011-12-28 09:15:02.192000+00:00,2011-12-27 21:14:38.732000+00:00,195938,7500,COMPLETE,2011-12-28 09:24:42.441000+00:00,2011-12-27 21:14:38.732000+00:00,7500,0 days 00:09:40.249000,580
410879,11169,START,W_Completeren aanvraag,2011-12-28 09:34:17.251000+00:00,2011-12-27 21:51:37.504000+00:00,195947,7700,COMPLETE,2011-12-28 09:42:14.172000+00:00,2011-12-27 21:51:37.504000+00:00,7700,0 days 00:07:56.921000,476
411215,11169,START,W_Completeren aanvraag,2011-12-28 09:42:24.686000+00:00,2011-12-28 08:37:18.947000+00:00,195979,8000,COMPLETE,2011-12-28 09:46:03.185000+00:00,2011-12-28 08:37:18.947000+00:00,8000,0 days 00:03:38.499000,218
410929,11169,START,W_Completeren aanvraag,2011-12-28 09:47:31.481000+00:00,2011-12-27 22:08:04.814000+00:00,195950,10000,COMPLETE,2011-12-28 09:52:44.732000+00:00,2011-12-27 22:08:04.814000+00:00,10000,0 days 00:05:13.251000,313
411206,11169,START,W_Completeren aanvraag,2011-12-28 09:56:53.661000+00:00,2011-12-28 05:05:23.760000+00:00,195968,8612,COMPLETE,2011-12-28 10:02:25.560000+00:00,2011-12-28 05:05:23.760000+00:00,8612,0 days 00:05:31.899000,331
410999,11169,START,W_Completeren aanvraag,2011-12-28 10:02:48.397000+00:00,2011-12-27 23:30:19.568000+00:00,195953,25000,COMPLETE,2011-12-28 10:11:54.346000+00:00,2011-12-27 23:30:19.568000+00:00,25000,0 days 00:09:05.949000,545
