,concept:name,lifecycle:transition_start,time:timestamp_start,org:resource,case:concept:name,lifecycle:transition_complete,time:timestamp_complete,duration,duration_seconds,duration_sampled,seconds_in_day,1,Clark,Jane,Joe,Karsten,DIAGNOSIS,REPAIR
3487,REPAIR,START,2023-01-04 13:35:05.715851+00:00,Clark,1162,COMPLETE,2023-01-04 22:41:32.872437+00:00,0 days 09:06:27.156586,32787,14740,48905,0.0,0.0,0.0,0.0,1.0,1.0,0.0
3488,QUALITY_CONTROL,START,2023-01-04 22:41:32.872437+00:00,Clark,1162,COMPLETE,2023-01-05 03:03:13.457524+00:00,0 days 04:21:40.585087,15700,16109,81692,0.0,1.0,0.0,0.0,1.0,1.0,1.0
3489,DIAGNOSIS,START,2023-01-04 17:18:59.169779+00:00,Karsten,1163,COMPLETE,2023-01-04 18:15:59.357623+00:00,0 days 00:57:00.187844,3420,3163,62339,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3490,REPAIR,START,2023-01-04 18:15:59.357623+00:00,Karsten,1163,COMPLETE,2023-01-04 23:39:27.361074+00:00,0 days 05:23:28.003451,19408,28317,65759,0.0,0.0,0.0,0.0,1.0,1.0,0.0
3491,QUALITY_CONTROL,START,2023-01-04 23:39:27.361074+00:00,1,1163,COMPLETE,2023-01-05 03:22:44.068274+00:00,0 days 03:43:16.707200,13396,8175,85167,0.0,0.0,0.0,0.0,2.0,1.0,1.0
3492,DIAGNOSIS,START,2023-01-04 19:26:07.715688+00:00,1,1164,COMPLETE,2023-01-04 20:10:44.688047+00:00,0 days 00:44:36.972359,2676,4842,69967,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3493,REPAIR,START,2023-01-04 20:10:44.688047+00:00,Joe,1164,COMPLETE,2023-01-05 06:03:11.027254+00:00,0 days 09:52:26.339207,35546,50964,72644,1.0,0.0,0.0,0.0,0.0,1.0,0.0
3494,QUALITY_CONTROL,START,2023-01-05 06:03:11.027254+00:00,Clark,1164,COMPLETE,2023-01-05 08:16:17.335662+00:00,0 days 02:13:06.308408,7986,8685,21791,1.0,0.0,0.0,1.0,0.0,1.0,1.0
3495,DIAGNOSIS,START,2023-01-05 19:13:15.446583+00:00,Clark,1165,COMPLETE,2023-01-05 20:39:26.095953+00:00,0 days 01:26:10.649370,5170,3607,69195,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3496,REPAIR,START,2023-01-05 20:39:26.095953+00:00,Joe,1165,COMPLETE,2023-01-06 02:44:23.767315+00:00,0 days 06:04:57.671362,21897,57402,74366,0.0,1.0,0.0,0.0,0.0,1.0,0.0
3497,QUALITY_CONTROL,START,2023-01-06 02:44:23.767315+00:00,Jane,1165,COMPLETE,2023-01-06 10:21:55.099644+00:00,0 days 07:37:31.332329,27451,38338,9863,0.0,1.0,0.0,1.0,0.0,1.0,1.0
3498,DIAGNOSIS,START,2023-01-06 15:09:24.954463+00:00,Joe,1166,COMPLETE,2023-01-06 15:56:33.604176+00:00,0 days 00:47:08.649713,2828,2766,54564,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3499,REPAIR,START,2023-01-06 15:56:33.604176+00:00,Joe,1166,COMPLETE,2023-01-06 20:40:55.103195+00:00,0 days 04:44:21.499019,17061,16862,57393,0.0,0.0,0.0,1.0,0.0,1.0,0.0
3500,QUALITY_CONTROL,START,2023-01-06 20:40:55.103195+00:00,Joe,1166,COMPLETE,2023-01-06 23:09:11.049344+00:00,0 days 02:28:15.946149,8895,12527,74455,0.0,0.0,0.0,2.0,0.0,1.0,1.0
3501,DIAGNOSIS,START,2023-01-07 08:30:30.035041+00:00,Clark,1167,COMPLETE,2023-01-07 09:29:18.240175+00:00,0 days 00:58:48.205134,3528,4174,30630,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3502,REPAIR,START,2023-01-07 09:29:18.240175+00:00,Jane,1167,COMPLETE,2023-01-07 12:26:38.359739+00:00,0 days 02:57:20.119564,10640,17529,34158,0.0,1.0,0.0,0.0,0.0,1.0,0.0
3503,QUALITY_CONTROL,START,2023-01-07 12:26:38.359739+00:00,Karsten,1167,COMPLETE,2023-01-07 15:15:50.592034+00:00,0 days 02:49:12.232295,10152,11766,44798,0.0,1.0,1.0,0.0,0.0,1.0,1.0
3504,DIAGNOSIS,START,2023-01-08 01:55:36.915240+00:00,Joe,1168,COMPLETE,2023-01-08 03:34:37.809333+00:00,0 days 01:39:00.894093,5940,4326,6936,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3505,REPAIR,START,2023-01-08 03:34:37.809333+00:00,1,1168,COMPLETE,2023-01-08 13:03:14.466677+00:00,0 days 09:28:36.657344,34116,27216,12877,0.0,0.0,0.0,1.0,0.0,1.0,0.0
3506,QUALITY_CONTROL,START,2023-01-08 13:03:14.466677+00:00,Jane,1168,COMPLETE,2023-01-08 23:06:39.058473+00:00,0 days 10:03:24.591796,36204,18924,46994,1.0,0.0,0.0,1.0,0.0,1.0,1.0
3507,DIAGNOSIS,START,2023-01-08 22:47:43.093722+00:00,Clark,1169,COMPLETE,2023-01-09 00:05:28.928145+00:00,0 days 01:17:45.834423,4665,2990,82063,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3508,REPAIR,START,2023-01-09 00:05:28.928145+00:00,Clark,1169,COMPLETE,2023-01-09 07:59:34.520844+00:00,0 days 07:54:05.592699,28445,45243,328,0.0,1.0,0.0,0.0,0.0,1.0,0.0
3509,QUALITY_CONTROL,START,2023-01-09 07:59:34.520844+00:00,Karsten,1169,COMPLETE,2023-01-09 11:08:11.821339+00:00,0 days 03:08:37.300495,11317,10325,28774,0.0,2.0,0.0,0.0,0.0,1.0,1.0
3510,DIAGNOSIS,START,2023-01-09 05:12:10.204593+00:00,1,1170,COMPLETE,2023-01-09 06:19:41.904375+00:00,0 days 01:07:31.699782,4051,4060,18730,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3511,REPAIR,START,2023-01-09 06:19:41.904375+00:00,1,1170,COMPLETE,2023-01-09 19:57:19.258038+00:00,0 days 13:37:37.353663,49057,29090,22781,1.0,0.0,0.0,0.0,0.0,1.0,0.0
3512,QUALITY_CONTROL,START,2023-01-09 19:57:19.258038+00:00,Jane,1170,COMPLETE,2023-01-09 23:13:29.335031+00:00,0 days 03:16:10.076993,11770,8830,71839,2.0,0.0,0.0,0.0,0.0,1.0,1.0
3513,DIAGNOSIS,START,2023-01-11 02:49:13.429703+00:00,Jane,1171,COMPLETE,2023-01-11 03:50:17.196136+00:00,0 days 01:01:03.766433,3663,2002,10153,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3514,REPAIR,START,2023-01-11 03:50:17.196136+00:00,Karsten,1171,COMPLETE,2023-01-11 06:16:00.450189+00:00,0 days 02:25:43.254053,8743,16810,13817,0.0,0.0,1.0,0.0,0.0,1.0,0.0
3515,QUALITY_CONTROL,START,2023-01-11 06:16:00.450189+00:00,1,1171,COMPLETE,2023-01-11 08:47:17.513566+00:00,0 days 02:31:17.063377,9077,11956,22560,0.0,0.0,1.0,0.0,1.0,1.0,1.0
3516,DIAGNOSIS,START,2023-01-11 08:35:01.467944+00:00,Clark,1172,COMPLETE,2023-01-11 09:33:05.206116+00:00,0 days 00:58:03.738172,3483,1837,30901,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3517,REPAIR,START,2023-01-11 09:33:05.206116+00:00,1,1172,COMPLETE,2023-01-11 19:35:39.209350+00:00,0 days 10:02:34.003234,36154,32242,34385,0.0,1.0,0.0,0.0,0.0,1.0,0.0
3518,QUALITY_CONTROL,START,2023-01-11 19:35:39.209350+00:00,1,1172,COMPLETE,2023-01-11 22:30:12.640580+00:00,0 days 02:54:33.431230,10473,12073,70539,1.0,1.0,0.0,0.0,0.0,1.0,1.0
3519,DIAGNOSIS,START,2023-01-11 22:33:30.121737+00:00,Jane,1173,COMPLETE,2023-01-12 00:02:41.765788+00:00,0 days 01:29:11.644051,5351,4675,81210,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3520,REPAIR,START,2023-01-12 00:02:41.765788+00:00,Clark,1173,COMPLETE,2023-01-12 05:05:14.011526+00:00,0 days 05:02:32.245738,18152,28979,161,0.0,0.0,1.0,0.0,0.0,1.0,0.0
3521,QUALITY_CONTROL,START,2023-01-12 05:05:14.011526+00:00,Jane,1173,COMPLETE,2023-01-12 07:12:29.159335+00:00,0 days 02:07:15.147809,7635,19629,18314,0.0,1.0,1.0,0.0,0.0,1.0,1.0
3522,DIAGNOSIS,START,2023-01-13 23:48:07.121868+00:00,Karsten,1174,COMPLETE,2023-01-14 01:03:30.812596+00:00,0 days 01:15:23.690728,4523,3106,85687,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3523,REPAIR,START,2023-01-14 01:03:30.812596+00:00,Jane,1174,COMPLETE,2023-01-14 05:19:16.783735+00:00,0 days 04:15:45.971139,15345,13763,3810,0.0,0.0,0.0,0.0,1.0,1.0,0.0
3524,QUALITY_CONTROL,START,2023-01-14 05:19:16.783735+00:00,Joe,1174,COMPLETE,2023-01-14 12:17:14.701566+00:00,0 days 06:57:57.917831,25077,10119,19156,0.0,0.0,1.0,0.0,1.0,1.0,1.0
3525,DIAGNOSIS,START,2023-01-14 18:04:21.239870+00:00,Karsten,1175,COMPLETE,2023-01-14 19:26:05.301231+00:00,0 days 01:21:44.061361,4904,3686,65061,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3526,REPAIR,START,2023-01-14 19:26:05.301231+00:00,Clark,1175,COMPLETE,2023-01-15 05:21:33.688134+00:00,0 days 09:55:28.386903,35728,47455,69965,0.0,0.0,0.0,0.0,1.0,1.0,0.0
3527,QUALITY_CONTROL,START,2023-01-15 05:21:33.688134+00:00,1,1175,COMPLETE,2023-01-15 07:48:48.722396+00:00,0 days 02:27:15.034262,8835,13132,19293,0.0,1.0,0.0,0.0,1.0,1.0,1.0
3528,DIAGNOSIS,START,2023-01-15 12:24:32.401686+00:00,1,1176,COMPLETE,2023-01-15 13:05:28.488009+00:00,0 days 00:40:56.086323,2456,2820,44672,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3529,REPAIR,START,2023-01-15 13:05:28.488009+00:00,Jane,1176,COMPLETE,2023-01-15 16:26:32.316099+00:00,0 days 03:21:03.828090,12063,14158,47128,1.0,0.0,0.0,0.0,0.0,1.0,0.0
3530,QUALITY_CONTROL,START,2023-01-15 16:26:32.316099+00:00,Joe,1176,COMPLETE,2023-01-15 23:11:45.911372+00:00,0 days 06:45:13.595273,24313,24419,59192,1.0,0.0,1.0,0.0,0.0,1.0,1.0
3531,DIAGNOSIS,START,2023-01-16 04:27:44.093146+00:00,1,1177,COMPLETE,2023-01-16 05:17:12.987432+00:00,0 days 00:49:28.894286,2968,3794,16064,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3532,REPAIR,START,2023-01-16 05:17:12.987432+00:00,Joe,1177,COMPLETE,2023-01-16 09:49:45.080858+00:00,0 days 04:32:32.093426,16352,18673,19032,1.0,0.0,0.0,0.0,0.0,1.0,0.0
3533,QUALITY_CONTROL,START,2023-01-16 09:49:45.080858+00:00,Karsten,1177,COMPLETE,2023-01-16 13:26:48.677342+00:00,0 days 03:37:03.596484,13023,10274,35385,1.0,0.0,0.0,1.0,0.0,1.0,1.0
3534,DIAGNOSIS,START,2023-01-19 03:46:20.838244+00:00,Karsten,1178,COMPLETE,2023-01-19 04:54:14.140393+00:00,0 days 01:07:53.302149,4073,3446,13580,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3535,REPAIR,START,2023-01-19 04:54:14.140393+00:00,Clark,1178,COMPLETE,2023-01-19 07:14:52.291494+00:00,0 days 02:20:38.151101,8438,28006,17654,0.0,0.0,0.0,0.0,1.0,1.0,0.0
3536,QUALITY_CONTROL,START,2023-01-19 07:14:52.291494+00:00,Karsten,1178,COMPLETE,2023-01-19 10:54:06.321564+00:00,0 days 03:39:14.030070,13154,12140,26092,0.0,1.0,0.0,0.0,1.0,1.0,1.0
3537,DIAGNOSIS,START,2023-01-22 08:55:48.023490+00:00,Clark,1179,COMPLETE,2023-01-22 09:40:02.753827+00:00,0 days 00:44:14.730337,2654,2030,32148,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3538,REPAIR,START,2023-01-22 09:40:02.753827+00:00,Clark,1179,COMPLETE,2023-01-22 12:45:38.825426+00:00,0 days 03:05:36.071599,11136,13408,34802,0.0,1.0,0.0,0.0,0.0,1.0,0.0
3539,QUALITY_CONTROL,START,2023-01-22 12:45:38.825426+00:00,Jane,1179,COMPLETE,2023-01-22 14:37:45.995718+00:00,0 days 01:52:07.170292,6727,21921,45938,0.0,2.0,0.0,0.0,0.0,1.0,1.0
3540,DIAGNOSIS,START,2023-01-22 09:13:33.812754+00:00,Jane,1180,COMPLETE,2023-01-22 10:02:23.360334+00:00,0 days 00:48:49.547580,2929,4827,33213,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3541,REPAIR,START,2023-01-22 10:02:23.360334+00:00,Karsten,1180,COMPLETE,2023-01-22 18:41:08.532359+00:00,0 days 08:38:45.172025,31125,51767,36143,0.0,0.0,1.0,0.0,0.0,1.0,0.0
3542,QUALITY_CONTROL,START,2023-01-22 18:41:08.532359+00:00,Karsten,1180,COMPLETE,2023-01-22 21:28:24.216674+00:00,0 days 02:47:15.684315,10035,15749,67268,0.0,0.0,1.0,0.0,1.0,1.0,1.0
3543,DIAGNOSIS,START,2023-01-22 16:21:35.806288+00:00,Joe,1181,COMPLETE,2023-01-22 17:19:41.268709+00:00,0 days 00:58:05.462421,3485,3719,58895,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3544,REPAIR,START,2023-01-22 17:19:41.268709+00:00,Joe,1181,COMPLETE,2023-01-23 05:07:03.479200+00:00,0 days 11:47:22.210491,42442,13421,62381,0.0,0.0,0.0,1.0,0.0,1.0,0.0
3545,QUALITY_CONTROL,START,2023-01-23 05:07:03.479200+00:00,Jane,1181,COMPLETE,2023-01-23 10:47:36.700161+00:00,0 days 05:40:33.220961,20433,12029,18423,0.0,0.0,0.0,2.0,0.0,1.0,1.0
3546,DIAGNOSIS,START,2023-01-24 02:36:56.613202+00:00,Jane,1182,COMPLETE,2023-01-24 03:19:10.858325+00:00,0 days 00:42:14.245123,2534,4476,9416,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3547,REPAIR,START,2023-01-24 03:19:10.858325+00:00,Karsten,1182,COMPLETE,2023-01-24 06:18:47.842868+00:00,0 days 02:59:36.984543,10776,41842,11950,0.0,0.0,1.0,0.0,0.0,1.0,0.0
3548,QUALITY_CONTROL,START,2023-01-24 06:18:47.842868+00:00,Karsten,1182,COMPLETE,2023-01-24 09:28:53.754768+00:00,0 days 03:10:05.911900,11405,10584,22727,0.0,0.0,1.0,0.0,1.0,1.0,1.0
3549,DIAGNOSIS,START,2023-01-24 04:04:18.186067+00:00,1,1183,COMPLETE,2023-01-24 05:01:12.454751+00:00,0 days 00:56:54.268684,3414,6282,14658,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3550,REPAIR,START,2023-01-24 05:01:12.454751+00:00,Jane,1183,COMPLETE,2023-01-24 10:33:58.316787+00:00,0 days 05:32:45.862036,19965,29371,18072,1.0,0.0,0.0,0.0,0.0,1.0,0.0
3551,QUALITY_CONTROL,START,2023-01-24 10:33:58.316787+00:00,Clark,1183,COMPLETE,2023-01-24 12:08:47.260564+00:00,0 days 01:34:48.943777,5688,7796,38038,1.0,0.0,1.0,0.0,0.0,1.0,1.0
3552,DIAGNOSIS,START,2023-01-24 19:58:14.076990+00:00,Clark,1184,COMPLETE,2023-01-24 21:25:05.890976+00:00,0 days 01:26:51.813986,5211,4479,71894,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3553,REPAIR,START,2023-01-24 21:25:05.890976+00:00,Joe,1184,COMPLETE,2023-01-25 03:05:10.339506+00:00,0 days 05:40:04.448530,20404,19980,77105,0.0,1.0,0.0,0.0,0.0,1.0,0.0
3554,QUALITY_CONTROL,START,2023-01-25 03:05:10.339506+00:00,Karsten,1184,COMPLETE,2023-01-25 05:49:20.794400+00:00,0 days 02:44:10.454894,9850,10103,11110,0.0,1.0,0.0,1.0,0.0,1.0,1.0
3555,DIAGNOSIS,START,2023-01-26 16:01:54.964367+00:00,1,1185,COMPLETE,2023-01-26 17:03:12.183505+00:00,0 days 01:01:17.219138,3677,3563,57714,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3556,REPAIR,START,2023-01-26 17:03:12.183505+00:00,Clark,1185,COMPLETE,2023-01-27 08:23:59.552408+00:00,0 days 15:20:47.368903,55247,7694,61392,1.0,0.0,0.0,0.0,0.0,1.0,0.0
3557,QUALITY_CONTROL,START,2023-01-27 08:23:59.552408+00:00,Clark,1185,COMPLETE,2023-01-27 10:28:43.429892+00:00,0 days 02:04:43.877484,7483,5483,30239,1.0,1.0,0.0,0.0,0.0,1.0,1.0
3558,DIAGNOSIS,START,2023-01-29 08:00:51.316199+00:00,Jane,1186,COMPLETE,2023-01-29 08:38:01.781017+00:00,0 days 00:37:10.464818,2230,2593,28851,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3559,REPAIR,START,2023-01-29 08:38:01.781017+00:00,Clark,1186,COMPLETE,2023-01-29 11:45:16.911629+00:00,0 days 03:07:15.130612,11235,7805,31081,0.0,0.0,1.0,0.0,0.0,1.0,0.0
3560,QUALITY_CONTROL,START,2023-01-29 11:45:16.911629+00:00,Clark,1186,COMPLETE,2023-01-29 14:01:59.823946+00:00,0 days 02:16:42.912317,8202,5522,42316,0.0,1.0,1.0,0.0,0.0,1.0,1.0
3561,DIAGNOSIS,START,2023-01-30 07:26:49.819156+00:00,Jane,1187,COMPLETE,2023-01-30 08:11:44.831031+00:00,0 days 00:44:55.011875,2695,4376,26809,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3562,REPAIR,START,2023-01-30 08:11:44.831031+00:00,Clark,1187,COMPLETE,2023-01-30 12:32:35.440000+00:00,0 days 04:20:50.608969,15650,34488,29504,0.0,0.0,1.0,0.0,0.0,1.0,0.0
3563,QUALITY_CONTROL,START,2023-01-30 12:32:35.440000+00:00,Joe,1187,COMPLETE,2023-01-30 18:45:02.633193+00:00,0 days 06:12:27.193193,22347,22774,45155,0.0,1.0,1.0,0.0,0.0,1.0,1.0
3564,DIAGNOSIS,START,2023-02-01 14:10:49.132252+00:00,Clark,1188,COMPLETE,2023-02-01 15:36:44.534631+00:00,0 days 01:25:55.402379,5155,6036,51049,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3565,REPAIR,START,2023-02-01 15:36:44.534631+00:00,1,1188,COMPLETE,2023-02-02 01:31:19.431253+00:00,0 days 09:54:34.896622,35674,19229,56204,0.0,1.0,0.0,0.0,0.0,1.0,0.0
3566,QUALITY_CONTROL,START,2023-02-02 01:31:19.431253+00:00,Clark,1188,COMPLETE,2023-02-02 03:51:14.902813+00:00,0 days 02:19:55.471560,8395,11202,5479,1.0,1.0,0.0,0.0,0.0,1.0,1.0
3567,DIAGNOSIS,START,2023-02-02 05:55:26.424440+00:00,Karsten,1189,COMPLETE,2023-02-02 06:42:37.628184+00:00,0 days 00:47:11.203744,2831,5064,21326,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3568,REPAIR,START,2023-02-02 06:42:37.628184+00:00,Clark,1189,COMPLETE,2023-02-02 14:19:31.451610+00:00,0 days 07:36:53.823426,27413,14144,24157,0.0,0.0,0.0,0.0,1.0,1.0,0.0
3569,QUALITY_CONTROL,START,2023-02-02 14:19:31.451610+00:00,Joe,1189,COMPLETE,2023-02-02 17:58:25.831948+00:00,0 days 03:38:54.380338,13134,22776,51571,0.0,1.0,0.0,0.0,1.0,1.0,1.0
3570,DIAGNOSIS,START,2023-02-03 22:56:35.378975+00:00,Joe,1190,COMPLETE,2023-02-03 23:55:05.770224+00:00,0 days 00:58:30.391249,3510,4332,82595,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3571,REPAIR,START,2023-02-03 23:55:05.770224+00:00,Clark,1190,COMPLETE,2023-02-04 08:03:37.986823+00:00,0 days 08:08:32.216599,29312,28876,86105,0.0,0.0,0.0,1.0,0.0,1.0,0.0
3572,QUALITY_CONTROL,START,2023-02-04 08:03:37.986823+00:00,Joe,1190,COMPLETE,2023-02-04 10:44:01.647524+00:00,0 days 02:40:23.660701,9623,10502,29017,0.0,1.0,0.0,1.0,0.0,1.0,1.0
3573,DIAGNOSIS,START,2023-02-04 17:04:15.483855+00:00,Clark,1191,COMPLETE,2023-02-04 18:22:10.174736+00:00,0 days 01:17:54.690881,4674,3644,61455,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3574,REPAIR,START,2023-02-04 18:22:10.174736+00:00,Joe,1191,COMPLETE,2023-02-05 01:16:32.806596+00:00,0 days 06:54:22.631860,24862,28961,66130,0.0,1.0,0.0,0.0,0.0,1.0,0.0
3575,QUALITY_CONTROL,START,2023-02-05 01:16:32.806596+00:00,Jane,1191,COMPLETE,2023-02-05 10:13:11.517727+00:00,0 days 08:56:38.711131,32198,37537,4592,0.0,1.0,0.0,1.0,0.0,1.0,1.0
3576,DIAGNOSIS,START,2023-02-05 22:31:52.526787+00:00,Karsten,1192,COMPLETE,2023-02-05 23:44:07.496128+00:00,0 days 01:12:14.969341,4334,4817,81112,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3577,REPAIR,START,2023-02-05 23:44:07.496128+00:00,Karsten,1192,COMPLETE,2023-02-06 04:58:31.784502+00:00,0 days 05:14:24.288374,18864,21824,85447,0.0,0.0,0.0,0.0,1.0,1.0,0.0
3578,QUALITY_CONTROL,START,2023-02-06 04:58:31.784502+00:00,Clark,1192,COMPLETE,2023-02-06 07:21:26.754584+00:00,0 days 02:22:54.970082,8574,10058,17911,0.0,0.0,0.0,0.0,2.0,1.0,1.0
3579,DIAGNOSIS,START,2023-02-07 07:32:47.343683+00:00,1,1193,COMPLETE,2023-02-07 08:22:18.492029+00:00,0 days 00:49:31.148346,2971,6037,27167,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3580,REPAIR,START,2023-02-07 08:22:18.492029+00:00,Karsten,1193,COMPLETE,2023-02-07 17:33:03.998330+00:00,0 days 09:10:45.506301,33045,16280,30138,1.0,0.0,0.0,0.0,0.0,1.0,0.0
3581,QUALITY_CONTROL,START,2023-02-07 17:33:03.998330+00:00,Jane,1193,COMPLETE,2023-02-07 21:25:57.771933+00:00,0 days 03:52:53.773603,13973,12080,63183,1.0,0.0,0.0,0.0,1.0,1.0,1.0
3582,DIAGNOSIS,START,2023-02-07 11:46:25.923905+00:00,Jane,1194,COMPLETE,2023-02-07 12:43:29.105852+00:00,0 days 00:57:03.181947,3423,1839,42385,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3583,REPAIR,START,2023-02-07 12:43:29.105852+00:00,Jane,1194,COMPLETE,2023-02-07 15:20:56.519211+00:00,0 days 02:37:27.413359,9447,14891,45809,0.0,0.0,1.0,0.0,0.0,1.0,0.0
3584,QUALITY_CONTROL,START,2023-02-07 15:20:56.519211+00:00,Joe,1194,COMPLETE,2023-02-07 21:28:47.087808+00:00,0 days 06:07:50.568597,22070,22542,55256,0.0,0.0,2.0,0.0,0.0,1.0,1.0
3585,DIAGNOSIS,START,2023-02-07 13:04:36.826082+00:00,1,1195,COMPLETE,2023-02-07 14:16:33.857172+00:00,0 days 01:11:57.031090,4317,3018,47076,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3586,REPAIR,START,2023-02-07 14:16:33.857172+00:00,1,1195,COMPLETE,2023-02-08 09:56:57.411555+00:00,0 days 19:40:23.554383,70823,17901,51393,1.0,0.0,0.0,0.0,0.0,1.0,0.0
3587,QUALITY_CONTROL,START,2023-02-08 09:56:57.411555+00:00,Joe,1195,COMPLETE,2023-02-08 14:13:52.758287+00:00,0 days 04:16:55.346732,15415,10461,35817,2.0,0.0,0.0,0.0,0.0,1.0,1.0
3588,DIAGNOSIS,START,2023-02-07 13:35:07.246347+00:00,Joe,1196,COMPLETE,2023-02-07 14:26:53.632386+00:00,0 days 00:51:46.386039,3106,2688,48907,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3589,REPAIR,START,2023-02-07 14:26:53.632386+00:00,Clark,1196,COMPLETE,2023-02-07 19:08:38.444547+00:00,0 days 04:41:44.812161,16904,21551,52013,0.0,0.0,0.0,1.0,0.0,1.0,0.0
3590,QUALITY_CONTROL,START,2023-02-07 19:08:38.444547+00:00,Karsten,1196,COMPLETE,2023-02-07 23:05:02.013888+00:00,0 days 03:56:23.569341,14183,10064,68918,0.0,1.0,0.0,1.0,0.0,1.0,1.0
3591,DIAGNOSIS,START,2023-02-09 07:09:56.660700+00:00,1,1197,COMPLETE,2023-02-09 08:07:55.583292+00:00,0 days 00:57:58.922592,3478,4887,25796,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3592,REPAIR,START,2023-02-09 08:07:55.583292+00:00,Karsten,1197,COMPLETE,2023-02-09 15:06:25.116821+00:00,0 days 06:58:29.533529,25109,27674,29275,1.0,0.0,0.0,0.0,0.0,1.0,0.0
3593,QUALITY_CONTROL,START,2023-02-09 15:06:25.116821+00:00,Joe,1197,COMPLETE,2023-02-09 18:15:42.136706+00:00,0 days 03:09:17.019885,11357,21338,54385,1.0,0.0,0.0,0.0,1.0,1.0,1.0
3594,DIAGNOSIS,START,2023-02-10 12:32:08.884058+00:00,Joe,1198,COMPLETE,2023-02-10 13:14:06.052762+00:00,0 days 00:41:57.168704,2517,3087,45128,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3595,REPAIR,START,2023-02-10 13:14:06.052762+00:00,Karsten,1198,COMPLETE,2023-02-11 14:38:22.830931+00:00,1 days 01:24:16.778169,91456,29363,47646,0.0,0.0,0.0,1.0,0.0,1.0,0.0
3596,QUALITY_CONTROL,START,2023-02-11 14:38:22.830931+00:00,1,1198,COMPLETE,2023-02-11 18:43:48.265407+00:00,0 days 04:05:25.434476,14725,11134,52702,0.0,0.0,0.0,1.0,1.0,1.0,1.0
3597,DIAGNOSIS,START,2023-02-10 15:54:25.046449+00:00,Clark,1199,COMPLETE,2023-02-10 16:54:17.527662+00:00,0 days 00:59:52.481213,3592,2568,57265,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3598,REPAIR,START,2023-02-10 16:54:17.527662+00:00,Jane,1199,COMPLETE,2023-02-10 19:29:58.166491+00:00,0 days 02:35:40.638829,9340,20197,60857,0.0,1.0,0.0,0.0,0.0,1.0,0.0
3599,QUALITY_CONTROL,START,2023-02-10 19:29:58.166491+00:00,Clark,1199,COMPLETE,2023-02-10 23:42:59.831240+00:00,0 days 04:13:01.664749,15181,15168,70198,0.0,1.0,1.0,0.0,0.0,1.0,1.0
3600,DIAGNOSIS,START,2023-02-12 15:18:56.812632+00:00,1,1200,COMPLETE,2023-02-12 16:33:08.248373+00:00,0 days 01:14:11.435741,4451,4163,55136,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3601,REPAIR,START,2023-02-12 16:33:08.248373+00:00,Clark,1200,COMPLETE,2023-02-13 03:58:19.956545+00:00,0 days 11:25:11.708172,41111,52824,59588,1.0,0.0,0.0,0.0,0.0,1.0,0.0
3602,QUALITY_CONTROL,START,2023-02-13 03:58:19.956545+00:00,Joe,1200,COMPLETE,2023-02-13 06:25:47.231539+00:00,0 days 02:27:27.274994,8847,10185,14299,1.0,1.0,0.0,0.0,0.0,1.0,1.0
3603,DIAGNOSIS,START,2023-02-13 15:11:51.065560+00:00,Clark,1201,COMPLETE,2023-02-13 17:12:07.197163+00:00,0 days 02:00:16.131603,7216,3993,54711,0.0,0.0,0.0,0.0,0.0,0.0,0.0
